Make,Model,Variant,Ex-Showroom_Price (in Rupees),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(in Litres),Fuel_Type,Height(in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase(in mm),Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(in),CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight(in Kg),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,ASR_/_Traction_Control,Cruise_Control,USB_Ports
Skoda,Rapid,Onyx Mt Petrol,975599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1680,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1
Skoda,Rapid,Onyx At Petrol,1099599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552,185/60R15,No,Yes,Not on offer,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1710,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1
Skoda,Rapid,Onyx Mt Diesel,1158599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18 km/litre,21.13 km/litre,21.13 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1750,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1
Skoda,Rapid,Onyx At Diesel,1273599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18 km/litre,21.72 km/litre,21.72 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1770,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1
Hyundai,Creta,1.6 Vtvt Sx,1232534,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1758,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,1
Hyundai,Creta,1.6 Vtvt Sx (O),1394437,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1758,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,1
Hyundai,Creta,1.6 Vtvt Sx At,1377363,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"With Remote, Internal",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1758,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,1
Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1287041,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1758,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,1
Hyundai,Creta,1.4 Crdi S,1197919,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,21.38 km/litre,23 km/litre,21.38 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,No,2,CD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,Yes,No,No,No,No,No,No,No,No,1
Hyundai,Creta,1.6 Crdi Sx,1366797,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,19.67 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,No,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,1
Hyundai,Creta,1.6 Crdi Sx (O),1543564,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,19.67 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2590,215/60R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"With Remote, Internal",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,No,Yes,No,No,No,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,1
Hyundai,Creta,1.6 Crdi Sx At,1527395,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,17.01 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,1
Hyundai,Creta,1.6 Crdi Sx Dual Tone,1421208,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,19.67 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,No,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,1
Hyundai,Creta,1.6 Crdi S At,1336033,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,17.01 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,1
Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1422937,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,121bhp@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"Internal, With Remote",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1758,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,1
Hyundai,Creta,1.6 Crdi Sx (O) Executive,1572064,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1630,4270,1780,SUV,5,17.01 km/litre,23 km/litre,19.67 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,Smart Key,126bhp@4000RPM,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2590,215/60R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"With Remote, Internal",475,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,No,Yes,No,No,No,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,1
Hyundai,Creta,Sports Edition Petrol,1279983,1591,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1630,4270,1780,SUV,5,15.29 km/litre,23 km/litre,15.29 km/litre,6,190 mm,Ventilated Disc,Drum,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,3 years / Unlimited Kms,Yes,"With Remote, Internal",400,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,All Rows,1758,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,1
Hyundai,Creta,Sports Edition Diesel,1414247,1582,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1665,4270,1780,SUV,5,12 km/litre,23 km/litre,19.67 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2590,205/65R16,No,2,CD/MP3/DVD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",400,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,1
Tata,Harrier,Revotorq Xt,1591368,1956,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1706,4598,1894,Hatchback,5,12 km/litre,23 km/litre,16.7 km/litre,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2741,235/65 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",425,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Electric Adjustment,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,1
Tata,Harrier,Revotorq Xz,1721368,1956,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1706,4598,1894,Hatchback,5,12 km/litre,23 km/litre,16.7 km/litre,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2741,235/65 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",425,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1
Tata,Harrier,Revotorq Xz Dual Tone,1732231,1956,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1706,4598,1894,Hatchback,5,12 km/litre,23 km/litre,16.7 km/litre,6,205 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2741,235/65 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",425,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,No,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1
